GA,GS
GA1.1.1035238394.1734183885,GS1.1.1734183885.1
GA1.1.1318819834.1734183889,GS1.1.1734183888.1
GA1.1.1359790346.1734183892,GS1.1.1734183892.1
GA1.1.341561057.1734183896,GS1.1.1734183896.1
GA1.1.40105058.1734183900,GS1.1.1734183899.1
GA1.1.978313884.1734183904,GS1.1.1734183903.1
GA1.1.1551515478.1734183907,GS1.1.1734183907.1
GA1.1.1854985774.1734183911,GS1.1.1734183911.1
GA1.1.1499990358.1734183915,GS1.1.1734183914.1
GA1.1.1546877609.1734183918,GS1.1.1734183918.1
GA1.1.1452463876.1734183922,GS1.1.1734183921.1
GA1.1.2022912374.1734183925,GS1.1.1734183925.1
GA1.1.486441032.1734183929,GS1.1.1734183929.1
GA1.1.560396766.1734183933,GS1.1.1734183933.1
GA1.1.1015696081.1734183937,GS1.1.1734183936.1
GA1.1.356317110.1734183940,GS1.1.1734183940.1
GA1.1.2048819565.1734183944,GS1.1.1734183943.1
GA1.1.1158981433.1734183948,GS1.1.1734183947.1
GA1.1.1351089322.1734183951,GS1.1.1734183951.1
GA1.1.772968376.1734183955,GS1.1.1734183954.1
GA1.1.281444584.1734183958,GS1.1.1734183958.1
GA1.1.361744552.1734183962,GS1.1.1734183961.1
GA1.1.338348671.1734183966,GS1.1.1734183966.1
GA1.1.23003451.1734183970,GS1.1.1734183969.1
GA1.1.739102231.1734183974,GS1.1.1734183973.1
GA1.1.1234925919.1734183977,GS1.1.1734183977.1
GA1.1.347088731.1734183981,GS1.1.1734183980.1
GA1.1.1596953010.1734183984,GS1.1.1734183984.1
GA1.1.259920670.1734183988,GS1.1.1734183987.1
GA1.1.1696161559.1734183992,GS1.1.1734183991.1
GA1.1.1526745625.1734183995,GS1.1.1734183995.1
GA1.1.948255102.1734183999,GS1.1.1734183998.1
GA1.1.642878202.1734184002,GS1.1.1734184002.1
GA1.1.1096025171.1734184007,GS1.1.1734184007.1
GA1.1.1743610653.1734184010,GS1.1.1734184009.1
GA1.1.1299534102.1734184013,GS1.1.1734184013.1
GA1.1.547184248.1734184017,GS1.1.1734184016.1
GA1.1.408034886.1734184020,GS1.1.1734184020.1
GA1.1.1829847879.1734184024,GS1.1.1734184023.1
GA1.1.787203530.1734184028,GS1.1.1734184027.1
GA1.1.1744213960.1734184032,GS1.1.1734184031.1
GA1.1.2069339248.1734184035,GS1.1.1734184035.1
GA1.1.2013713451.1734184039,GS1.1.1734184038.1
GA1.1.1531296479.1734184042,GS1.1.1734184042.1
GA1.1.626509134.1734184046,GS1.1.1734184045.1
GA1.1.1966531205.1734184050,GS1.1.1734184049.1
GA1.1.819669211.1734184053,GS1.1.1734184053.1
GA1.1.57760673.1734184057,GS1.1.1734184056.1
GA1.1.1080119778.1734184060,GS1.1.1734184060.1
GA1.1.786075828.1734184064,GS1.1.1734184063.1
GA1.1.927991221.1734184067,GS1.1.1734184067.1
GA1.1.1570241936.1734184071,GS1.1.1734184070.1
GA1.1.1598891.1734184074,GS1.1.1734184074.1
GA1.1.437901303.1734184084,GS1.1.1734184084.1
GA1.1.1292044478.1734184088,GS1.1.1734184087.1
GA1.1.42134860.1734184092,GS1.1.1734184092.1
GA1.1.1907941004.1734184096,GS1.1.1734184095.1
GA1.1.1622667265.1734184099,GS1.1.1734184099.1
GA1.1.2064778147.1734184103,GS1.1.1734184102.1
GA1.1.1213113458.1734184106,GS1.1.1734184106.1
GA1.1.491155423.1734184110,GS1.1.1734184109.1
GA1.1.643163816.1734184114,GS1.1.1734184114.1
GA1.1.2052903150.1734184118,GS1.1.1734184117.1
GA1.1.1478205461.1734184122,GS1.1.1734184121.1
GA1.1.645338151.1734184125,GS1.1.1734184125.1
GA1.1.631024207.1734184129,GS1.1.1734184128.1
GA1.1.517618696.1734184133,GS1.1.1734184132.1
GA1.1.359036762.1734184136,GS1.1.1734184136.1
GA1.1.2004560482.1734184140,GS1.1.1734184139.1
GA1.1.508388798.1734184143,GS1.1.1734184143.1
GA1.1.499205329.1734184147,GS1.1.1734184146.1
GA1.1.1815471057.1734184151,GS1.1.1734184150.1
GA1.1.760556020.1734184154,GS1.1.1734184154.1
GA1.1.177103626.1734184158,GS1.1.1734184157.1
GA1.1.1885360401.1734184161,GS1.1.1734184161.1
GA1.1.551270018.1734184165,GS1.1.1734184164.1
GA1.1.1888748734.1734184169,GS1.1.1734184168.1
GA1.1.1577745030.1734184172,GS1.1.1734184172.1
GA1.1.71439593.1734184176,GS1.1.1734184175.1
GA1.1.1997469493.1734184179,GS1.1.1734184179.1
GA1.1.1443601937.1734184183,GS1.1.1734184182.1
GA1.1.1905025826.1734184186,GS1.1.1734184186.1
GA1.1.1131614761.1734184190,GS1.1.1734184189.1
GA1.1.449017443.1734184193,GS1.1.1734184193.1
GA1.1.208535895.1734184197,GS1.1.1734184197.1
GA1.1.1620206515.1734184201,GS1.1.1734184200.1
GA1.1.1875560078.1734184204,GS1.1.1734184204.1
GA1.1.1525822124.1734184208,GS1.1.1734184207.1
GA1.1.1825103497.1734184211,GS1.1.1734184211.1
GA1.1.271056139.1734184215,GS1.1.1734184215.1
GA1.1.2103570350.1734184219,GS1.1.1734184218.1
GA1.1.1360462440.1734184222,GS1.1.1734184222.1
GA1.1.863802973.1734184226,GS1.1.1734184225.1
GA1.1.1482235430.1734184230,GS1.1.1734184229.1
GA1.1.1022453010.1734184233,GS1.1.1734184233.1
GA1.1.1064657027.1734184237,GS1.1.1734184236.1
GA1.1.670482479.1734184240,GS1.1.1734184240.1
GA1.1.1026518903.1734184244,GS1.1.1734184244.1
GA1.1.1538904484.1734184248,GS1.1.1734184247.1
GA1.1.1907001427.1734184251,GS1.1.1734184251.1
GA1.1.1615154996.1734184255,GS1.1.1734184254.1
GA1.1.728178482.1734184258,GS1.1.1734184258.1
GA1.1.211535811.1734184262,GS1.1.1734184262.1
GA1.1.850741584.1734184266,GS1.1.1734184265.1
GA1.1.1753163813.1734184269,GS1.1.1734184268.1
GA1.1.507977115.1734184273,GS1.1.1734184272.1
GA1.1.414050041.1734184276,GS1.1.1734184276.1
GA1.1.437492506.1734184280,GS1.1.1734184279.1
GA1.1.2036845246.1734184283,GS1.1.1734184283.1
GA1.1.1731803728.1734184287,GS1.1.1734184286.1
GA1.1.231030282.1734184291,GS1.1.1734184290.1
GA1.1.938086160.1734184294,GS1.1.1734184294.1
GA1.1.1222415517.1734184298,GS1.1.1734184297.1
GA1.1.1922864840.1734184301,GS1.1.1734184301.1
GA1.1.1440303035.1734184305,GS1.1.1734184304.1
GA1.1.1253348875.1734184308,GS1.1.1734184308.1
GA1.1.114838424.1734184312,GS1.1.1734184312.1
GA1.1.28564825.1734184316,GS1.1.1734184315.1
GA1.1.719827891.1734184319,GS1.1.1734184319.1
GA1.1.510338772.1734184323,GS1.1.1734184322.1
GA1.1.1398296836.1734184327,GS1.1.1734184326.1
GA1.1.2106376476.1734184330,GS1.1.1734184330.1
GA1.1.26325003.1734184334,GS1.1.1734184333.1
GA1.1.1619703815.1734184338,GS1.1.1734184337.1
GA1.1.149470672.1734184341,GS1.1.1734184341.1
GA1.1.478534400.1734184345,GS1.1.1734184344.1
GA1.1.962963844.1734184348,GS1.1.1734184348.1
GA1.1.280273031.1734184352,GS1.1.1734184351.1
GA1.1.280687238.1734184355,GS1.1.1734184355.1
GA1.1.816223808.1734184359,GS1.1.1734184358.1
GA1.1.1434926865.1734184362,GS1.1.1734184362.1
GA1.1.33845317.1734184366,GS1.1.1734184366.1
GA1.1.1836895543.1734184370,GS1.1.1734184369.1
GA1.1.1526662925.1734184373,GS1.1.1734184373.1
GA1.1.1832368783.1734184377,GS1.1.1734184376.1
GA1.1.1026732701.1734184381,GS1.1.1734184380.1
GA1.1.915476638.1734184384,GS1.1.1734184384.1
GA1.1.738714698.1734184388,GS1.1.1734184387.1
GA1.1.514665711.1734184391,GS1.1.1734184391.1
GA1.1.1858573146.1734184395,GS1.1.1734184394.1
GA1.1.637755940.1734184398,GS1.1.1734184398.1
GA1.1.240864804.1734184402,GS1.1.1734184401.1
GA1.1.569653344.1734184405,GS1.1.1734184405.1
GA1.1.1887397537.1734184409,GS1.1.1734184409.1
GA1.1.291666035.1734184413,GS1.1.1734184412.1
GA1.1.604680224.1734184416,GS1.1.1734184416.1
GA1.1.1124902543.1734184420,GS1.1.1734184419.1
GA1.1.1359308427.1734184423,GS1.1.1734184423.1
GA1.1.1554105929.1734184427,GS1.1.1734184426.1
GA1.1.337207184.1734184431,GS1.1.1734184430.1
GA1.1.1249671006.1734184434,GS1.1.1734184434.1
GA1.1.1072609755.1734184438,GS1.1.1734184437.1
GA1.1.1179286400.1734184442,GS1.1.1734184441.1
GA1.1.1654734487.1734184445,GS1.1.1734184445.1
GA1.1.2128022195.1734184449,GS1.1.1734184448.1
GA1.1.706134897.1734184452,GS1.1.1734184452.1
GA1.1.361767397.1734184456,GS1.1.1734184455.1
GA1.1.739974223.1734184460,GS1.1.1734184460.1
GA1.1.2030348746.1734184464,GS1.1.1734184463.1
GA1.1.511374181.1734184467,GS1.1.1734184467.1
GA1.1.1864721501.1734184471,GS1.1.1734184470.1
GA1.1.780790268.1734184474,GS1.1.1734184474.1
GA1.1.264405553.1734184478,GS1.1.1734184477.1
GA1.1.567899969.1734184481,GS1.1.1734184481.1
GA1.1.1132103148.1734184485,GS1.1.1734184485.1
GA1.1.542571326.1734184489,GS1.1.1734184488.1
GA1.1.1251959175.1734184492,GS1.1.1734184492.1
GA1.1.3695959.1734184496,GS1.1.1734184495.1
GA1.1.201458968.1734184499,GS1.1.1734184499.1
GA1.1.919014367.1734184503,GS1.1.1734184502.1
GA1.1.1436425417.1734184507,GS1.1.1734184506.1
GA1.1.2138793386.1734184511,GS1.1.1734184510.1
GA1.1.620487451.1734184514,GS1.1.1734184514.1
GA1.1.401200580.1734184518,GS1.1.1734184517.1
GA1.1.1895515749.1734184521,GS1.1.1734184521.1
GA1.1.421163390.1734184525,GS1.1.1734184525.1
GA1.1.90536651.1734184531,GS1.1.1734184530.1
GA1.1.1808247724.1734184533,GS1.1.1734184532.1
GA1.1.1711629545.1734184536,GS1.1.1734184536.1
GA1.1.1106914220.1734184540,GS1.1.1734184539.1
GA1.1.1329435086.1734184543,GS1.1.1734184543.1
GA1.1.305045431.1734184547,GS1.1.1734184547.1
GA1.1.1068296107.1734184551,GS1.1.1734184551.1
GA1.1.1759136284.1734184555,GS1.1.1734184554.1
GA1.1.2115032959.1734184558,GS1.1.1734184558.1
GA1.1.887064571.1734184562,GS1.1.1734184562.1
GA1.1.550153213.1734184566,GS1.1.1734184565.1
GA1.1.2014887533.1734184569,GS1.1.1734184569.1
GA1.1.1381624245.1734184573,GS1.1.1734184572.1
GA1.1.1984679820.1734184576,GS1.1.1734184576.1
GA1.1.810502453.1734184580,GS1.1.1734184579.1
GA1.1.1058317255.1734184583,GS1.1.1734184583.1
GA1.1.1136924933.1734184587,GS1.1.1734184586.1
GA1.1.607733082.1734184591,GS1.1.1734184590.1
GA1.1.1575720026.1734184594,GS1.1.1734184594.1
GA1.1.1625630150.1734184598,GS1.1.1734184597.1
GA1.1.1165305625.1734184601,GS1.1.1734184601.1
GA1.1.1980055909.1734184605,GS1.1.1734184604.1
GA1.1.1951233702.1734184609,GS1.1.1734184608.1
GA1.1.1659611348.1734184612,GS1.1.1734184612.1
GA1.1.1395420542.1734184616,GS1.1.1734184615.1
GA1.1.1052616241.1734184619,GS1.1.1734184619.1
GA1.1.543197051.1734184623,GS1.1.1734184622.1
GA1.1.1849185140.1734184626,GS1.1.1734184626.1
GA1.1.1255046239.1734184630,GS1.1.1734184629.1
GA1.1.586369750.1734184634,GS1.1.1734184633.1
GA1.1.959455427.1734184637,GS1.1.1734184637.1
GA1.1.1423634141.1734184641,GS1.1.1734184640.1
GA1.1.1762362684.1734184644,GS1.1.1734184644.1
GA1.1.1897786584.1734184648,GS1.1.1734184647.1
GA1.1.1327109052.1734184651,GS1.1.1734184651.1
GA1.1.286101238.1734184655,GS1.1.1734184655.1
GA1.1.438329060.1734184659,GS1.1.1734184658.1
GA1.1.1187102121.1734184662,GS1.1.1734184662.1
GA1.1.380075259.1734184666,GS1.1.1734184665.1
GA1.1.537231172.1734184669,GS1.1.1734184669.1
GA1.1.1770685710.1734184673,GS1.1.1734184672.1
GA1.1.1766396230.1734184676,GS1.1.1734184676.1
GA1.1.113931563.1734184680,GS1.1.1734184680.1
GA1.1.1141800625.1734184684,GS1.1.1734184683.1
GA1.1.1694795821.1734184687,GS1.1.1734184687.1
GA1.1.458826032.1734184691,GS1.1.1734184690.1
GA1.1.795957597.1734184694,GS1.1.1734184694.1
GA1.1.1145520575.1734184698,GS1.1.1734184697.1
GA1.1.169148889.1734184701,GS1.1.1734184701.1
GA1.1.1718190404.1734184705,GS1.1.1734184705.1
GA1.1.1158100047.1734184709,GS1.1.1734184708.1
GA1.1.571970406.1734184712,GS1.1.1734184712.1
GA1.1.1671740477.1734184716,GS1.1.1734184715.1
GA1.1.1513216398.1734184719,GS1.1.1734184719.1
GA1.1.1756096899.1734184723,GS1.1.1734184723.1
GA1.1.2065821408.1734184727,GS1.1.1734184726.1
GA1.1.508888268.1734184730,GS1.1.1734184730.1
GA1.1.1301682670.1734184735,GS1.1.1734184734.1
GA1.1.1317540789.1734184738,GS1.1.1734184738.1
GA1.1.766025470.1734184742,GS1.1.1734184741.1
GA1.1.1800643043.1734184745,GS1.1.1734184745.1
GA1.1.524203349.1734184749,GS1.1.1734184748.1
GA1.1.1265477406.1734184752,GS1.1.1734184752.1
GA1.1.910981054.1734184756,GS1.1.1734184755.1
GA1.1.1268393250.1734184759,GS1.1.1734184759.1
GA1.1.685467483.1734184763,GS1.1.1734184762.1
GA1.1.76952987.1734184766,GS1.1.1734184766.1
GA1.1.2115360491.1734184770,GS1.1.1734184769.1
GA1.1.1781974062.1734184774,GS1.1.1734184773.1
GA1.1.1823340389.1734184777,GS1.1.1734184777.1
GA1.1.441289819.1734184781,GS1.1.1734184780.1
GA1.1.57593260.1734184784,GS1.1.1734184784.1
GA1.1.1928585404.1734184788,GS1.1.1734184787.1
GA1.1.25497088.1734184791,GS1.1.1734184791.1
GA1.1.1375367972.1734184795,GS1.1.1734184794.1
GA1.1.247265462.1734184799,GS1.1.1734184798.1
GA1.1.1693077489.1734184802,GS1.1.1734184802.1
GA1.1.929121209.1734184806,GS1.1.1734184805.1
GA1.1.2112878067.1734184809,GS1.1.1734184809.1
GA1.1.1088976564.1734184813,GS1.1.1734184812.1
GA1.1.1687366475.1734184816,GS1.1.1734184816.1
GA1.1.230562474.1734184820,GS1.1.1734184819.1
GA1.1.1176374608.1734184824,GS1.1.1734184823.1
GA1.1.1725153084.1734184827,GS1.1.1734184827.1
GA1.1.147761653.1734184832,GS1.1.1734184831.1
GA1.1.1343883154.1734184835,GS1.1.1734184835.1
GA1.1.85398209.1734184839,GS1.1.1734184838.1
GA1.1.790009471.1734184842,GS1.1.1734184842.1
GA1.1.1869653818.1734184846,GS1.1.1734184846.1
GA1.1.284181945.1734184850,GS1.1.1734184849.1
GA1.1.1801105935.1734184853,GS1.1.1734184853.1
GA1.1.785028989.1734184857,GS1.1.1734184856.1
GA1.1.419599403.1734184860,GS1.1.1734184860.1
GA1.1.1075450278.1734184864,GS1.1.1734184863.1
GA1.1.1724028745.1734184867,GS1.1.1734184867.1
GA1.1.1942147711.1734184871,GS1.1.1734184870.1
GA1.1.817647589.1734184875,GS1.1.1734184874.1
GA1.1.340737432.1734184878,GS1.1.1734184878.1
GA1.1.1139116497.1734184882,GS1.1.1734184881.1
GA1.1.1712417653.1734184885,GS1.1.1734184885.1
GA1.1.1009838795.1734184889,GS1.1.1734184888.1
GA1.1.552869818.1734184892,GS1.1.1734184892.1
GA1.1.37999957.1734184896,GS1.1.1734184895.1
GA1.1.1063369555.1734184900,GS1.1.1734184899.1
GA1.1.1841917525.1734184903,GS1.1.1734184903.1
GA1.1.1927325212.1734184907,GS1.1.1734184906.1
GA1.1.359399673.1734184910,GS1.1.1734184910.1
GA1.1.1036875965.1734184914,GS1.1.1734184913.1
GA1.1.4733507.1734184917,GS1.1.1734184917.1
GA1.1.1994940671.1734184921,GS1.1.1734184921.1
GA1.1.477374660.1734184924,GS1.1.1734184924.1
GA1.1.3321431.1734184929,GS1.1.1734184928.1
GA1.1.639288420.1734184932,GS1.1.1734184932.1
GA1.1.163330847.1734184936,GS1.1.1734184936.1
GA1.1.349148548.1734184940,GS1.1.1734184939.1
GA1.1.1021951617.1734184943,GS1.1.1734184943.1
GA1.1.1429332444.1734184947,GS1.1.1734184946.1
GA1.1.58113438.1734184951,GS1.1.1734184950.1
GA1.1.1346997048.1734184954,GS1.1.1734184954.1
GA1.1.813633061.1734184958,GS1.1.1734184957.1
GA1.1.1290808351.1734184962,GS1.1.1734184961.1
GA1.1.1224522562.1734184965,GS1.1.1734184965.1
GA1.1.904460389.1734185033,GS1.1.1734185032.1
GA1.1.2105461218.1734185035,GS1.1.1734185035.1
GA1.1.1347033160.1734185038,GS1.1.1734185037.1
GA1.1.1460713349.1734185041,GS1.1.1734185040.1
GA1.1.1634922500.1734185043,GS1.1.1734185043.1
GA1.1.2000946863.1734185046,GS1.1.1734185045.1
GA1.1.1453340380.1734185048,GS1.1.1734185048.1
GA1.1.1928551990.1734185051,GS1.1.1734185051.1
GA1.1.1424676206.1734185054,GS1.1.1734185053.1
GA1.1.197207026.1734185056,GS1.1.1734185056.1
GA1.1.2012492309.1734185059,GS1.1.1734185058.1
GA1.1.1377192307.1734185062,GS1.1.1734185061.1
GA1.1.2115774114.1734185064,GS1.1.1734185064.1
GA1.1.456871621.1734185067,GS1.1.1734185067.1
GA1.1.1408050656.1734185070,GS1.1.1734185069.1
GA1.1.1655063780.1734185072,GS1.1.1734185072.1
GA1.1.378239774.1734185075,GS1.1.1734185074.1
GA1.1.1139310194.1734185078,GS1.1.1734185077.1
GA1.1.1492768517.1734185080,GS1.1.1734185080.1
GA1.1.838836479.1734185083,GS1.1.1734185082.1
GA1.1.930799875.1734185085,GS1.1.1734185085.1
GA1.1.1846139578.1734185088,GS1.1.1734185087.1
GA1.1.1340912584.1734185090,GS1.1.1734185090.1
GA1.1.1799312657.1734185093,GS1.1.1734185093.1
GA1.1.1469606124.1734185096,GS1.1.1734185095.1
GA1.1.814540656.1734185098,GS1.1.1734185098.1
GA1.1.1729932850.1734185101,GS1.1.1734185100.1
GA1.1.1266563159.1734185103,GS1.1.1734185103.1
GA1.1.1769369364.1734185106,GS1.1.1734185105.1
GA1.1.1930853220.1734185109,GS1.1.1734185108.1
GA1.1.1639286522.1734185111,GS1.1.1734185111.1
GA1.1.932495825.1734185114,GS1.1.1734185113.1
GA1.1.2115025450.1734185116,GS1.1.1734185116.1
GA1.1.40195806.1734185119,GS1.1.1734185119.1
GA1.1.219556805.1734185122,GS1.1.1734185121.1
GA1.1.339871504.1734185124,GS1.1.1734185124.1
GA1.1.647613995.1734185127,GS1.1.1734185126.1
GA1.1.1330814945.1734185129,GS1.1.1734185129.1
GA1.1.1307208781.1734185132,GS1.1.1734185132.1
GA1.1.1079434209.1734185135,GS1.1.1734185134.1
GA1.1.675523187.1734185137,GS1.1.1734185137.1
GA1.1.960731438.1734185140,GS1.1.1734185139.1
GA1.1.396940354.1734185143,GS1.1.1734185142.1
GA1.1.1002599683.1734185145,GS1.1.1734185145.1
GA1.1.1211837498.1734185148,GS1.1.1734185147.1
GA1.1.828653632.1734185150,GS1.1.1734185150.1
GA1.1.1376558841.1734185153,GS1.1.1734185153.1
GA1.1.2732729.1734185156,GS1.1.1734185155.1
GA1.1.49340620.1734185158,GS1.1.1734185158.1
GA1.1.1975447557.1734185161,GS1.1.1734185160.1
GA1.1.921347461.1734185163,GS1.1.1734185163.1
GA1.1.1638748075.1734185166,GS1.1.1734185165.1
GA1.1.1169569484.1734185168,GS1.1.1734185168.1
GA1.1.2111843102.1734185171,GS1.1.1734185170.1
GA1.1.498651376.1734185173,GS1.1.1734185173.1
GA1.1.170168344.1734185176,GS1.1.1734185175.1
GA1.1.282867320.1734185179,GS1.1.1734185178.1
GA1.1.194534097.1734185181,GS1.1.1734185181.1
GA1.1.1009326484.1734185184,GS1.1.1734185183.1
GA1.1.609473000.1734185186,GS1.1.1734185186.1
GA1.1.1488582665.1734185189,GS1.1.1734185188.1
GA1.1.778578297.1734185191,GS1.1.1734185191.1
GA1.1.785917489.1734185194,GS1.1.1734185193.1
GA1.1.1971996489.1734185197,GS1.1.1734185196.1
GA1.1.1027728918.1734185199,GS1.1.1734185199.1
GA1.1.600496701.1734185202,GS1.1.1734185201.1
GA1.1.93255781.1734185204,GS1.1.1734185204.1
GA1.1.1609802969.1734185207,GS1.1.1734185206.1
GA1.1.306537820.1734185209,GS1.1.1734185209.1
GA1.1.528507920.1734185213,GS1.1.1734185212.1
GA1.1.1708447464.1734185215,GS1.1.1734185215.1
GA1.1.1862662080.1734185218,GS1.1.1734185217.1
GA1.1.1322289043.1734185220,GS1.1.1734185220.1
GA1.1.1615391163.1734185224,GS1.1.1734185224.1
GA1.1.517212507.1734185227,GS1.1.1734185226.1
GA1.1.819138671.1734185230,GS1.1.1734185229.1
GA1.1.1926447322.1734185232,GS1.1.1734185232.1
GA1.1.1408278614.1734185235,GS1.1.1734185234.1
GA1.1.589918190.1734185237,GS1.1.1734185237.1
GA1.1.1443772433.1734185240,GS1.1.1734185239.1
GA1.1.1894296955.1734185243,GS1.1.1734185242.1
GA1.1.418150469.1734185245,GS1.1.1734185245.1
GA1.1.1377605452.1734185248,GS1.1.1734185247.1
GA1.1.2066454096.1734185250,GS1.1.1734185250.1
GA1.1.1215680791.1734185253,GS1.1.1734185252.1
GA1.1.2146276691.1734185255,GS1.1.1734185255.1
GA1.1.1065708872.1734185258,GS1.1.1734185257.1
GA1.1.2104331230.1734185261,GS1.1.1734185260.1
GA1.1.1763014342.1734185264,GS1.1.1734185263.1
GA1.1.1273475690.1734185266,GS1.1.1734185266.1
GA1.1.1368405456.1734185269,GS1.1.1734185268.1
GA1.1.1292967439.1734185271,GS1.1.1734185271.1
GA1.1.2086178763.1734185274,GS1.1.1734185273.1
GA1.1.770577291.1734185278,GS1.1.1734185277.1
GA1.1.2090211723.1734185280,GS1.1.1734185280.1
GA1.1.789410811.1734185283,GS1.1.1734185283.1
GA1.1.395831723.1734185287,GS1.1.1734185287.1
GA1.1.548598033.1734185290,GS1.1.1734185289.1
GA1.1.492039686.1734185292,GS1.1.1734185292.1
GA1.1.792199596.1734185295,GS1.1.1734185295.1
GA1.1.1469489140.1734185298,GS1.1.1734185297.1
GA1.1.1801702265.1734185301,GS1.1.1734185300.1
GA1.1.979902988.1734185303,GS1.1.1734185303.1
GA1.1.913046241.1734185306,GS1.1.1734185306.1
GA1.1.501907252.1734185309,GS1.1.1734185308.1
GA1.1.1737677403.1734185311,GS1.1.1734185311.1
GA1.1.81925086.1734185314,GS1.1.1734185314.1
GA1.1.15527127.1734185317,GS1.1.1734185316.1
GA1.1.1360793992.1734185321,GS1.1.1734185320.1
GA1.1.1871986769.1734185323,GS1.1.1734185323.1
GA1.1.463685265.1734185326,GS1.1.1734185325.1
GA1.1.315774940.1734185328,GS1.1.1734185328.1
GA1.1.1203605428.1734185331,GS1.1.1734185330.1
GA1.1.1743888842.1734185334,GS1.1.1734185333.1
GA1.1.594392996.1734185336,GS1.1.1734185336.1
GA1.1.262860185.1734185339,GS1.1.1734185338.1
GA1.1.85798874.1734185341,GS1.1.1734185341.1
GA1.1.1382427249.1734185344,GS1.1.1734185343.1
GA1.1.920160775.1734185346,GS1.1.1734185346.1
GA1.1.960541583.1734185349,GS1.1.1734185348.1
GA1.1.941824340.1734185352,GS1.1.1734185351.1
GA1.1.2023013101.1734185354,GS1.1.1734185354.1
GA1.1.1329189901.1734185357,GS1.1.1734185356.1
GA1.1.770327041.1734185359,GS1.1.1734185359.1
GA1.1.1925772346.1734185362,GS1.1.1734185361.1
GA1.1.1707185523.1734185364,GS1.1.1734185364.1
GA1.1.1756660649.1734185367,GS1.1.1734185366.1
GA1.1.945504828.1734185370,GS1.1.1734185369.1
GA1.1.1079268367.1734185372,GS1.1.1734185372.1
GA1.1.1075687707.1734185375,GS1.1.1734185374.1
GA1.1.525260336.1734185377,GS1.1.1734185377.1
GA1.1.1817963068.1734185380,GS1.1.1734185379.1
GA1.1.1335907301.1734185382,GS1.1.1734185382.1
GA1.1.881085304.1734185385,GS1.1.1734185385.1
GA1.1.240193914.1734185388,GS1.1.1734185387.1
GA1.1.601034700.1734185390,GS1.1.1734185390.1
GA1.1.1815142646.1734185393,GS1.1.1734185392.1
GA1.1.196392893.1734185395,GS1.1.1734185395.1
GA1.1.1187716451.1734185398,GS1.1.1734185397.1
GA1.1.2043012562.1734185401,GS1.1.1734185400.1
GA1.1.1046716815.1734185403,GS1.1.1734185403.1
GA1.1.1043243802.1734185406,GS1.1.1734185406.1
GA1.1.739920371.1734185409,GS1.1.1734185408.1
GA1.1.29248574.1734185411,GS1.1.1734185411.1
GA1.1.898828206.1734185414,GS1.1.1734185414.1
GA1.1.490303852.1734185417,GS1.1.1734185416.1
GA1.1.1451993379.1734185419,GS1.1.1734185419.1
GA1.1.1175668669.1734185422,GS1.1.1734185421.1
GA1.1.849080493.1734185424,GS1.1.1734185424.1
GA1.1.1376124274.1734185427,GS1.1.1734185426.1
GA1.1.1734893049.1734185430,GS1.1.1734185429.1
GA1.1.954842484.1734185432,GS1.1.1734185432.1
GA1.1.2024225028.1734185435,GS1.1.1734185434.1
GA1.1.2065504352.1734185438,GS1.1.1734185437.1
GA1.1.206880586.1734185440,GS1.1.1734185440.1
GA1.1.1932712113.1734185443,GS1.1.1734185442.1
GA1.1.865844484.1734185445,GS1.1.1734185445.1
GA1.1.600393396.1734185448,GS1.1.1734185447.1
GA1.1.163773307.1734185450,GS1.1.1734185450.1
GA1.1.279901899.1734185453,GS1.1.1734185452.1
GA1.1.802120527.1734185456,GS1.1.1734185455.1
